W.L,Weight.class,Method,Round,Time,Fighter1,Fighter2,Fight_url,Date,Kd1,SigStrikes1,TotStrikes1,Td1,SubAtt1,Pass1,Rev1,Kd2,SigStrikes2,TotStrikes2,Td2,SubAtt2,Pass2,Rev2,Head1,Body1,Leg1,Distance1,Clinch1,Ground1,Head2,Body2,Leg2,Distance2,Clinch2,Ground2
win,Heavyweight,U-DEC,3,5:00,Chase Sherman,Damian Grabowski,http://www.fightmetric.com/fight-details/4f07c6724682cd00,"July 22, 2017","
      0
    ","
      68 of 188
    ","
      69 of 190
    ","
      0 of 5
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      111 of 228
    ","
      112 of 229
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      40 of 150
    ","
      15 of 19
    ","
      13 of 19
    ","
      58 of 173
    ","
      10 of 15
    ","
      0 of 0
    ","
      61 of 168
    ","
      21 of 26
    ","
      29 of 34
    ","
      97 of 211
    ","
      14 of 17
    ","
      0 of 0
    "
win,Featherweight,U-DEC,3,5:00,Jeremy Kennedy,Kyle Bochniak,http://www.fightmetric.com/fight-details/bcf842992f9accdc,"July 22, 2017","
      0
    ","
      23 of 54
    ","
      43 of 76
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      41 of 94
    ","
      59 of 118
    ","
      8 of 14
    ","
      0
    ","
      4
    ","
      0
    ","
      13 of 43
    ","
      3 of 3
    ","
      7 of 8
    ","
      22 of 51
    ","
      0 of 0
    ","
      1 of 3
    ","
      30 of 82
    ","
      6 of 7
    ","
      5 of 5
    ","
      13 of 44
    ","
      7 of 11
    ","
      21 of 39
    "
win,Bantamweight,"SUB

      

      
        Armbar",1,2:18,Marlon Vera,Brian Kelleher,http://www.fightmetric.com/fight-details/573908b71b361312,"July 22, 2017","
      0
    ","
      8 of 16
    ","
      14 of 22
    ","
      1 of 3
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      5 of 15
    ","
      5 of 15
    ","
      0 of 0
    ","
      2
    ","
      0
    ","
      0
    ","
      2 of 7
    ","
      3 of 3
    ","
      3 of 6
    ","
      5 of 12
    ","
      3 of 4
    ","
      0 of 0
    ","
      2 of 11
    ","
      2 of 3
    ","
      1 of 1
    ","
      4 of 14
    ","
      1 of 1
    ","
      0 of 0
    "
win,Heavyweight,"KO/TKO

      

      
        Punch",1,2:51,Junior Albini,Tim Johnson,http://www.fightmetric.com/fight-details/d83ae4a2e117b775,"July 22, 2017","
      0
    ","
      19 of 41
    ","
      25 of 50
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      1
    ","
      21 of 35
    ","
      28 of 42
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      7 of 24
    ","
      2 of 5
    ","
      10 of 12
    ","
      8 of 26
    ","
      11 of 15
    ","
      0 of 0
    ","
      11 of 23
    ","
      9 of 11
    ","
      1 of 1
    ","
      12 of 24
    ","
      7 of 8
    ","
      2 of 3
    "
win,Featherweight,U-DEC,3,5:00,Shane Burgos,Godofredo Pepey,http://www.fightmetric.com/fight-details/9f114a219523bf7d,"July 22, 2017","
      3
    ","
      102 of 197
    ","
      144 of 243
    ","
      1 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      51 of 177
    ","
      52 of 178
    ","
      0 of 14
    ","
      0
    ","
      0
    ","
      0
    ","
      87 of 179
    ","
      9 of 12
    ","
      6 of 6
    ","
      77 of 164
    ","
      13 of 16
    ","
      12 of 17
    ","
      40 of 159
    ","
      9 of 16
    ","
      2 of 2
    ","
      49 of 174
    ","
      2 of 3
    ","
      0 of 0
    "
win,Lightweight,U-DEC,3,5:00,Chris Wade,Frankie Perez,http://www.fightmetric.com/fight-details/b2297232b9310ba5,"July 22, 2017","
      0
    ","
      22 of 63
    ","
      53 of 99
    ","
      3 of 5
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      23 of 43
    ","
      51 of 79
    ","
      3 of 8
    ","
      2
    ","
      7
    ","
      1
    ","
      6 of 40
    ","
      7 of 13
    ","
      9 of 10
    ","
      12 of 50
    ","
      2 of 4
    ","
      8 of 9
    ","
      16 of 31
    ","
      6 of 8
    ","
      1 of 4
    ","
      12 of 30
    ","
      2 of 2
    ","
      9 of 11
    "
win,Welterweight,"KO/TKO

      

      
        Punches",1,1:22,Santiago Ponzinibbio,Gunnar Nelson,http://www.fightmetric.com/fight-details/8417a20d56fe6776,"July 16, 2017","
      0
    ","
      5 of 7
    ","
      5 of 7
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      1
    ","
      7 of 12
    ","
      7 of 12
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      4 of 6
    ","
      0 of 0
    ","
      1 of 1
    ","
      5 of 7
    ","
      0 of 0
    ","
      0 of 0
    ","
      7 of 12
    ","
      0 of 0
    ","
      0 of 0
    ","
      4 of 9
    ","
      0 of 0
    ","
      3 of 3
    "
win,Women's Strawweight,U-DEC,3,5:00,Cynthia Calvillo,Joanne Calderwood,http://www.fightmetric.com/fight-details/b7f6d05d3afbb266,"July 16, 2017","
      0
    ","
      63 of 176
    ","
      68 of 181
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      1
    ","
      0
    ","
      54 of 111
    ","
      62 of 119
    ","
      2 of 5
    ","
      2
    ","
      2
    ","
      0
    ","
      19 of 105
    ","
      18 of 37
    ","
      26 of 34
    ","
      61 of 172
    ","
      2 of 4
    ","
      0 of 0
    ","
      21 of 51
    ","
      24 of 36
    ","
      9 of 24
    ","
      48 of 103
    ","
      4 of 5
    ","
      2 of 3
    "
win,Lightweight,"KO/TKO

      

      
        Elbow",1,3:57,Paul Felder,Stevie Ray,http://www.fightmetric.com/fight-details/c62a90c19af6a0e2,"July 16, 2017","
      0
    ","
      5 of 9
    ","
      11 of 15
    ","
      0 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      1
    ","
      23 of 35
    ","
      28 of 41
    ","
      0 of 0
    ","
      0
    ","
      1
    ","
      0
    ","
      2 of 6
    ","
      2 of 2
    ","
      1 of 1
    ","
      2 of 4
    ","
      3 of 5
    ","
      0 of 0
    ","
      14 of 24
    ","
      7 of 9
    ","
      2 of 2
    ","
      4 of 7
    ","
      7 of 10
    ","
      12 of 18
    "
win,Middleweight,U-DEC,3,5:00,Jack Marshman,Ryan Janes,http://www.fightmetric.com/fight-details/86892d114b204bf3,"July 16, 2017","
      0
    ","
      75 of 217
    ","
      83 of 225
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      83 of 189
    ","
      119 of 227
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      55 of 178
    ","
      11 of 29
    ","
      9 of 10
    ","
      73 of 214
    ","
      2 of 3
    ","
      0 of 0
    ","
      58 of 152
    ","
      21 of 32
    ","
      4 of 5
    ","
      68 of 171
    ","
      15 of 18
    ","
      0 of 0
    "
win,Light Heavyweight,"KO/TKO

      

      
        Punch",1,4:56,Khalil Rountree Jr.,Paul Craig,http://www.fightmetric.com/fight-details/0f8b2f7299b5e114,"July 16, 2017","
      1
    ","
      15 of 47
    ","
      15 of 47
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      17 of 29
    ","
      17 of 29
    ","
      0 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      14 of 43
    ","
      1 of 4
    ","
      0 of 0
    ","
      13 of 42
    ","
      0 of 0
    ","
      2 of 5
    ","
      1 of 6
    ","
      3 of 4
    ","
      13 of 19
    ","
      17 of 29
    ","
      0 of 0
    ","
      0 of 0
    "
win,Heavyweight,U-DEC,3,5:00,Justin Willis,James Mulheron,http://www.fightmetric.com/fight-details/a77950d6a0a451f4,"July 16, 2017","
      0
    ","
      36 of 114
    ","
      56 of 136
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      52 of 91
    ","
      72 of 114
    ","
      3 of 4
    ","
      0
    ","
      2
    ","
      0
    ","
      15 of 85
    ","
      18 of 25
    ","
      3 of 4
    ","
      30 of 104
    ","
      6 of 10
    ","
      0 of 0
    ","
      40 of 73
    ","
      7 of 11
    ","
      5 of 7
    ","
      40 of 77
    ","
      2 of 3
    ","
      10 of 11
    "
win,Welterweight,"KO/TKO

      

      
        Punch",2,3:59,Danny Roberts,Bobby Nash,http://www.fightmetric.com/fight-details/1ccde17f48fb709e,"July 16, 2017","
      1
    ","
      24 of 65
    ","
      29 of 71
    ","
      0 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      25 of 63
    ","
      46 of 91
    ","
      2 of 5
    ","
      0
    ","
      1
    ","
      0
    ","
      14 of 46
    ","
      7 of 14
    ","
      3 of 5
    ","
      18 of 54
    ","
      5 of 8
    ","
      1 of 3
    ","
      15 of 45
    ","
      5 of 12
    ","
      5 of 6
    ","
      18 of 53
    ","
      7 of 10
    ","
      0 of 0
    "
win,Flyweight,"SUB

      

      
        Rear Naked Choke",3,2:31,Alexandre Pantoja,Neil Seery,http://www.fightmetric.com/fight-details/8fd14eb227688467,"July 16, 2017","
      1
    ","
      119 of 227
    ","
      131 of 239
    ","
      1 of 1
    ","
      1
    ","
      2
    ","
      0
    ","
      0
    ","
      82 of 183
    ","
      90 of 192
    ","
      0 of 2
    ","
      0
    ","
      0
    ","
      0
    ","
      57 of 145
    ","
      38 of 54
    ","
      24 of 28
    ","
      83 of 182
    ","
      35 of 44
    ","
      1 of 1
    ","
      72 of 170
    ","
      7 of 9
    ","
      3 of 4
    ","
      68 of 160
    ","
      12 of 19
    ","
      2 of 4
    "
win,Welterweight,"KO/TKO

      

      
        Slam",1,2:10,Galore Bofando,Charlie Ward,http://www.fightmetric.com/fight-details/7e7fba47f511f8ad,"July 16, 2017","
      0
    ","
      3 of 12
    ","
      4 of 13
    ","
      0 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      10 of 25
    ","
      10 of 25
    ","
      1 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      2 of 9
    ","
      1 of 2
    ","
      0 of 1
    ","
      3 of 9
    ","
      0 of 3
    ","
      0 of 0
    ","
      6 of 18
    ","
      2 of 4
    ","
      2 of 3
    ","
      8 of 21
    ","
      0 of 0
    ","
      2 of 4
    "
win,Lightweight,U-DEC,3,5:00,Danny Henry,Daniel Teymur,http://www.fightmetric.com/fight-details/a0909aab15ba53c5,"July 16, 2017","
      1
    ","
      93 of 174
    ","
      153 of 243
    ","
      1 of 3
    ","
      2
    ","
      8
    ","
      0
    ","
      0
    ","
      69 of 129
    ","
      78 of 139
    ","
      0 of 2
    ","
      0
    ","
      0
    ","
      0
    ","
      69 of 139
    ","
      18 of 29
    ","
      6 of 6
    ","
      49 of 118
    ","
      6 of 8
    ","
      38 of 48
    ","
      44 of 99
    ","
      8 of 8
    ","
      17 of 22
    ","
      50 of 102
    ","
      12 of 18
    ","
      7 of 9
    "
win,Bantamweight,U-DEC,3,5:00,Brett Johns,Albert Morales,http://www.fightmetric.com/fight-details/2fef7ac78df0cccc,"July 16, 2017","
      0
    ","
      56 of 104
    ","
      172 of 231
    ","
      3 of 5
    ","
      1
    ","
      2
    ","
      0
    ","
      0
    ","
      28 of 115
    ","
      63 of 157
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      52 of 98
    ","
      2 of 4
    ","
      2 of 2
    ","
      19 of 54
    ","
      0 of 0
    ","
      37 of 50
    ","
      20 of 107
    ","
      2 of 2
    ","
      6 of 6
    ","
      23 of 109
    ","
      0 of 0
    ","
      5 of 6
    "
win,Women's Bantamweight,"KO/TKO

      

      
        Elbows",2,2:53,Leslie Smith,Amanda Lemos,http://www.fightmetric.com/fight-details/d49d2c810583a56a,"July 16, 2017","
      0
    ","
      101 of 192
    ","
      114 of 207
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      68 of 106
    ","
      70 of 108
    ","
      1 of 1
    ","
      0
    ","
      1
    ","
      0
    ","
      74 of 157
    ","
      20 of 26
    ","
      7 of 9
    ","
      46 of 115
    ","
      54 of 75
    ","
      1 of 2
    ","
      43 of 76
    ","
      14 of 19
    ","
      11 of 11
    ","
      55 of 91
    ","
      13 of 15
    ","
      0 of 0
    "
win,Middleweight,U-DEC,5,5:00,Robert Whittaker,Yoel Romero,http://www.fightmetric.com/fight-details/06cd9812e2b9b747,"July 08, 2017","
      0
    ","
      48 of 107
    ","
      114 of 175
    ","
      4 of 18
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      74 of 221
    ","
      94 of 244
    ","
      0 of 0
    ","
      0
    ","
      1
    ","
      0
    ","
      20 of 68
    ","
      12 of 18
    ","
      16 of 21
    ","
      41 of 100
    ","
      3 of 3
    ","
      4 of 4
    ","
      46 of 163
    ","
      23 of 52
    ","
      5 of 6
    ","
      59 of 195
    ","
      7 of 12
    ","
      8 of 14
    "
win,Heavyweight,M-DEC,3,5:00,Alistair Overeem,Fabricio Werdum,http://www.fightmetric.com/fight-details/b67229e7675eed24,"July 08, 2017","
      1
    ","
      49 of 115
    ","
      107 of 176
    ","
      1 of 3
    ","
      0
    ","
      1
    ","
      0
    ","
      0
    ","
      21 of 38
    ","
      29 of 46
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      28 of 84
    ","
      9 of 17
    ","
      12 of 14
    ","
      37 of 94
    ","
      5 of 11
    ","
      7 of 10
    ","
      15 of 32
    ","
      5 of 5
    ","
      1 of 1
    ","
      18 of 35
    ","
      3 of 3
    ","
      0 of 0
    "
win,Heavyweight,U-DEC,3,5:00,Curtis Blaydes,Daniel Omielanczuk,http://www.fightmetric.com/fight-details/cf4c2b601c2228aa,"July 08, 2017","
      0
    ","
      51 of 132
    ","
      68 of 149
    ","
      0 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      72 of 168
    ","
      94 of 194
    ","
      0 of 13
    ","
      0
    ","
      0
    ","
      0
    ","
      29 of 105
    ","
      17 of 20
    ","
      5 of 7
    ","
      36 of 113
    ","
      15 of 19
    ","
      0 of 0
    ","
      41 of 135
    ","
      23 of 25
    ","
      8 of 8
    ","
      39 of 129
    ","
      20 of 26
    ","
      13 of 13
    "
win,Lightweight,U-DEC,3,5:00,Anthony Pettis,Jim Miller,http://www.fightmetric.com/fight-details/1f49b59e4058568f,"July 08, 2017","
      0
    ","
      80 of 121
    ","
      107 of 150
    ","
      1 of 2
    ","
      0
    ","
      5
    ","
      0
    ","
      0
    ","
      48 of 110
    ","
      51 of 113
    ","
      1 of 4
    ","
      0
    ","
      1
    ","
      0
    ","
      49 of 85
    ","
      27 of 32
    ","
      4 of 4
    ","
      63 of 99
    ","
      8 of 9
    ","
      9 of 13
    ","
      13 of 65
    ","
      15 of 23
    ","
      20 of 22
    ","
      33 of 84
    ","
      11 of 15
    ","
      4 of 11
    "
win,Bantamweight,"SUB

      

      
        Guillotine Choke",2,4:36,Rob Font,Douglas Silva de Andrade,http://www.fightmetric.com/fight-details/a5a065cb6d33ba9e,"July 08, 2017","
      0
    ","
      70 of 144
    ","
      79 of 154
    ","
      2 of 4
    ","
      3
    ","
      2
    ","
      0
    ","
      0
    ","
      28 of 93
    ","
      32 of 98
    ","
      2 of 2
    ","
      0
    ","
      0
    ","
      0
    ","
      50 of 120
    ","
      14 of 18
    ","
      6 of 6
    ","
      54 of 127
    ","
      12 of 13
    ","
      4 of 4
    ","
      16 of 68
    ","
      4 of 9
    ","
      8 of 16
    ","
      27 of 90
    ","
      1 of 3
    ","
      0 of 0
    "
win,Heavyweight,"SUB

      

      
        Rear Naked Choke",2,3:44,Aleksei Oleinik,Travis Browne,http://www.fightmetric.com/fight-details/00b801e7e1679f2f,"July 08, 2017","
      1
    ","
      35 of 71
    ","
      37 of 74
    ","
      1 of 1
    ","
      0
    ","
      1
    ","
      0
    ","
      1
    ","
      53 of 85
    ","
      132 of 172
    ","
      3 of 4
    ","
      2
    ","
      3
    ","
      0
    ","
      17 of 48
    ","
      16 of 21
    ","
      2 of 2
    ","
      25 of 59
    ","
      10 of 11
    ","
      0 of 1
    ","
      35 of 67
    ","
      18 of 18
    ","
      0 of 0
    ","
      23 of 51
    ","
      16 of 18
    ","
      14 of 16
    "
win,Welterweight,"KO/TKO

      

      
        Punch",3,1:27,Chad Laprise,Brian Camozzi,http://www.fightmetric.com/fight-details/19eed5d9781b47ac,"July 08, 2017","
      1
    ","
      76 of 179
    ","
      78 of 181
    ","
      1 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      47 of 182
    ","
      48 of 183
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      31 of 127
    ","
      33 of 40
    ","
      12 of 12
    ","
      64 of 164
    ","
      5 of 6
    ","
      7 of 9
    ","
      29 of 160
    ","
      9 of 11
    ","
      9 of 11
    ","
      47 of 182
    ","
      0 of 0
    ","
      0 of 0
    "
